title,description,label_int,label
Sports Buzz,"During last Sunday #39;s Nextel Cup race, amid the ongoing furor over Dale Earnhardt Jr. #39;s salty language, NBC ran a commercial for a show coming on later that night called  quot;Law  amp; Order: Criminal Intent.",2,Sports
Trojans Return to Kinder Climate (AP),"AP - After playing in hail, fog and chill, top-ranked Southern California finishes its season in familiar comfort. The Trojans (9-0, 6-0 Pacific-10) have two games at home  #151; against Arizona on Saturday and Notre Dame on Nov. 27  #151; before their rivalry game at UCLA.",2,Sports
US airman killed in Afghan crash,A US airman dies and two are hurt as a helicopter crashes due to technical problems in western Afghanistan.,1,World
Chirac says French troops will stay in Ivory Coast,"Jacques Chirac has ruled out any withdrawal of French troops from Ivory Coast, despite unrest and anti-French attacks, which have forced the evacuation of thousands of Westerners.",1,World
Japanese prime minister reshuffles cabinet,"Japanese Prime Minister Junichiro Koizumi reshuffled his cabinet yesterday, replacing several top ministers in an effort to boost his popularity, consolidate political support and quicken the pace of reforms in the world #39;s second-largest economy.",1,World
Heavy Rain Washes Out Mets-Braves Game,The remnants of Hurricane Jeanne rained out Monday's game between the Mets and the Atlanta Braves. It will be made up Tuesday as part of a doubleheader.,2,Sports
NASCAR Says Merger Won't Hurt Nextel Cup (AP),AP - NASCAR is not expecting any immediate changes to its top-tier racing series following the merger between telecommunications giant Sprint Corp. and Nextel Communications Inc.,2,Sports
Napster Creator Touts Legal File Sharing (AP),"AP - Shawn Fanning's Napster software enabled countless music fans to swap songs on the Internet for free, turning him into the recording industry's enemy No. 1 in the process.",4,Sci/Tech
Two Georgians Killed in Breakaway Region,"TBILISI (Reuters) - At least two Georgian soldiers were killed and five wounded in artillery fire with separatists in the breakaway region of South Ossetia, Georgian officials said on Wednesday. ",1,World
Breaking down the Big 12 North,Like wide-open races? You #39;ll love the Big 12 North. Here #39;s a quick morning line of the Big 12 North as it opens conference play this weekend.,2,Sports
Disney Expanding Video Game Investment (Reuters),"Reuters - Walt Disney Co.  is\increasing investment in video games for hand-held devices and\plans to look for acquisitions of small game publishers and\developers, Disney consumer products Chairman Andy Mooney said\on Monday.",4,Sci/Tech
"No. 13 Louisville 74, Florida 70","Taquan Dean scored 22 points, Francisco Garcia added 19 and No. 13 Louisville withstood a late rally to beat Florida 74-70 Saturday.",2,Sports
CITES forbids commercial trade in rare dolphin,"BANGKOK - A UN conference last week banned commercial trade in the rare Irrawaddy dolphin, a move environmentalists said was needed to save the threatened species.",4,Sci/Tech
Freed Hostages to Arrive Home Soon,"Laksamana.Net - Two Indonesian female migrant workers freed by militants in Iraq are expected to arrive home within a day or two, the Foreign Affairs Ministry said Wednesday (6/10/04).",1,World
America and EU declare trade war on airline aid,A bitter row between America and the European Union over alleged subsidies to rival aircraft makers Boeing and Airbus intensified yesterday.,3,Business
McAfee Beefs Up VirusScan Security (PC World),PC World - Updated antivirus software for businesses adds intrusion prevention features.,4,Sci/Tech
"Radcliffe, Ramaala prove themselves","NEW YORK -- This was all about Athens, about redemption for one and validation for the other. Britain's Paula Radcliffe, the fastest female marathoner in history, failed to finish either of her Olympic races last summer. South Africa's Hendrik Ramaala was a five-ringed dropout, too, reinforcing his reputation as a man who could go only half the distance.",2,Sports
Yahoo Rolls Out Tests of Redesigned Start Pages (Reuters),Reuters - Online media company Yahoo Inc.\ late on Monday rolled out tests of redesigned start\pages for its popular Yahoo.com and My.Yahoo.com sites.,4,Sci/Tech
Philips slashes stake in Atos Origin by 50 per cent,"Amsterdam (pts) - Dutch electronics company Philips http://www.philips.com has announced today, Friday, that it has cut its stake in Atos Origin by more than a half.",3,Business
"Banks report increase in suspicious activities, new survey &lt;b&gt;...&lt;/b&gt;","TORONTO (CP) - Two-thirds of banks around the world have reported an increase in the volume of suspicious activities that they report to police, a new report by KPMG suggests.",3,Business
Sun Might Have Exchanged Hangers-On With Rival Star,"The Sun may have captured thousands or even millions of asteroids from another planetary system during an encounter more than four billion years ago, astronomers are reporting.",4,Sci/Tech
Els takes aim at his putting,"LONDON -- Ernie Els has set his sights on an improved putting display this week at the World Golf Championships #39; NEC Invitational in Akron, Ohio, after the disappointment of tying for fourth place at the PGA Championship last Sunday. ",2,Sports
Humble Sandwich Gains In Stature,"The Atkins diet frenzy slowed growth briefly, but the sandwich business is booming, with \$105 billion in sales last year.",3,Business
"Jaguar to cut 1,100 jobs at plant in central England","Luxury carmaker Jaguar said Friday it was stopping production at a factory in central England, resulting in a loss of 1,100 jobs, following poor sales in the key US market.",3,Business
Bus hijacked on outskirts of Athens,A bus was hijacked today and shots were fired at police who surrounded it on the outskirts of Athens. Police did not know how many passengers were aboard the bus.,1,World
T-Mobile brings Wi-Fi to Borders' UK stores,Thumb through the book - then buy a clean copy from Amazon,4,Sci/Tech
Syrian President Shuffles His Cabinet (AP),"AP - President Bashar Assad shuffled his Cabinet on Monday, just weeks after the United States and the United Nations challenged Syria over its military presence in Lebanon and the security situation along its border with Iraq.",1,World
Golf: Singh shows Tiger who #39;s Number One,Fiji #39;s Vijay Singh replaced Tiger Woods as the world #39;s No.1 ranked golfer today by winning the PGA Deutsche Bank Championship.,2,Sports
Soccer: Klinsmann tastes first home win against hapless Cameroon,"LEIPZIG, Germany : Jurgen Klinsmann enjoyed his first home win as German manager with his team defeating ten-man Cameroon 3-0 in a friendly match.",2,Sports
"Brown, Vazquez Flop for Yanks in Game 7 (AP)",AP - Kevin Brown had a chance to claim a place in Yankees postseason history with his start in Game 7 of the AL championship series.,2,Sports
PluggedIn: HDTV 'Starter' Kit for PC Comes with Some Kinks (Reuters),"Reuters - High-definition television can\show the sweat beading on an athlete's brow, but the cost of\all the necessary electronic equipment can get a shopper's own\pulse racing.",4,Sci/Tech
In The Fast Lane: Busch wins NASCAR title,"HOMESTEAD, Fla. -- Kurt Busch got his first big break in NASCAR by winning a 1999 talent audition nicknamed  quot;The Gong Show. quot; He was selected from dozens of unknown, young race drivers to work for one of the sport #39;s most famous team owners, Jack Roush.",2,Sports
Putin Signs Bill to Ratify Kyoto Protocol (AP),"AP - President Vladimir Putin has signed a bill confirming Russia's ratification of the Kyoto Protocol, the Kremlin said Friday, clearing the way for the global climate pact to come into force early next year.",1,World
Chief of Halliburton unit wanted top spot,"John Gibson said Friday that he decided to resign as chief executive officer of Halliburton Energy Services when it became apparent he couldn #39;t become the CEO of the entire corporation, after getting a taste of the No.",3,Business
Apple Remote Desktop 2.1 available (MacCentral),"MacCentral - Apple Computer Inc. on Monday released an update for Apple Remote Desktop (ARD), the company's software solution to assist Mac system administrators and computer managers with asset management, software distribution and help desk support. ARD 2.1 includes several enhancements and bug fixes.",4,Sci/Tech
Hurricane Charley hits Outback,NEW YORK (Reuters) - Outback Steakhouse Inc. said Tuesday it lost about 130 operating days and up to \$2 million in revenue because it had to close some restaurants in the South due to Hurricane Charley. ,3,Business
Insurance officials propose new brokerage disclosure rules,"State insurance commissioners from across the country have proposed new rules governing insurance brokerage fees, winning praise from an industry group and criticism from ",3,Business
Son of Late Officer Questions Bush Memos (AP),AP - The authenticity of newly unearthed memos stating that George W. Bush failed to meet standards of the Texas Air National Guard during the Vietnam War was questioned Thursday by the son of the late officer who reportedly wrote the memos.,1,World
Venus advances to meet Sharapova in Zurich,"Zurich, Switzerland (Sports Network) - Former world No. 1 Venus Williams advanced on Thursday and will now meet Wimbledon champion Maria Sharapova in the quarterfinals at the \$1.",2,Sports
No channel for series,INDIA #39;S cricket chiefs began a frenetic search today for a broadcaster to show next month #39;s home series against world champion Australia after cancelling a controversial \$US308 million (\$440 million) television deal.,2,Sports
